edad,ingresos_anuales,antiguedad_laboral,loan_grade,monto_solicitado,tasa_interes,porcentaje_ingreso_credito,anios_historial_crediticio,tipo_vivienda_HIPOTECA,tipo_vivienda_OTRO,tipo_vivienda_PROPIO,motivo_credito_EDUCACION,motivo_credito_EMPRENDIMIENTO,motivo_credito_MEDICO,motivo_credito_MEJORA_HOGAR,motivo_credito_PERSONAL,historial_morosidad_SI
30,155000,9.0,A,6000,7.14,0.04,8,0,0,0,0,0,1,0,0,0
31,81000,1.0,D,15000,14.42,0.19,6,0,0,0,0,0,0,0,1,0
26,50000,5.0,B,12375,10.99,0.25,3,1,0,0,0,0,0,1,0,0
45,54000,1.0,D,7750,16.07,0.14,13,1,0,0,1,0,0,0,0,0
22,34000,6.0,D,15000,15.99,0.44,2,1,0,0,0,1,0,0,0,1
26,29406,5.0,B,10000,11.71,0.34,4,0,0,0,0,0,0,1,0,0
37,21600,4.0,D,3800,10.99,0.18,13,0,0,0,0,0,0,0,0,1
22,15090,0.0,A,7000,8.94,0.46,4,0,0,0,1,0,0,0,0,0
23,60000,2.0,A,5000,6.91,0.08,4,0,0,0,0,1,0,0,0,0
25,57000,9.0,B,12000,10.59,0.21,3,0,0,1,0,0,1,0,0,0
25,70000,5.0,B,20000,9.99,0.29,2,0,0,0,0,0,0,1,0,0
34,180000,9.0,C,12900,12.99,0.07,7,1,0,0,1,0,0,0,0,1
27,85000,10.0,C,19000,13.92,0.22,5,0,0,1,0,1,0,0,0,0
26,92400,8.0,A,14500,7.88,0.16,4,1,0,0,0,0,1,0,0,0
27,45000,5.0,C,15250,13.98,0.34,10,0,0,1,1,0,0,0,0,0
22,95000,0.0,A,10400,5.42,0.11,4,1,0,0,1,0,0,0,0,0
34,90000,19.0,C,5000,13.61,0.06,7,1,0,0,0,0,0,0,0,0
24,64500,8.0,C,1200,14.72,0.02,2,1,0,0,1,0,0,0,0,0
48,19632,19.0,C,2000,13.47,0.1,12,0,0,0,0,0,0,0,1,1
26,48000,4.0,B,8400,11.12,0.17,2,0,0,0,0,0,0,0,0,0
25,55315,3.0,B,15000,10.74,0.27,2,0,0,0,1,0,0,0,0,0
27,78000,2.0,A,15000,8.94,0.19,7,0,0,1,0,0,0,0,1,0
24,72000,4.0,B,15000,10.99,0.21,2,0,0,0,1,0,0,0,0,0
25,38400,5.0,A,5700,6.17,0.15,2,1,0,0,0,0,1,0,0,0
22,64000,2.0,A,14000,7.88,0.22,3,0,0,0,0,0,0,0,0,0
23,60000,5.0,B,10000,11.71,0.17,4,1,0,0,0,0,0,0,0,0
24,40000,2.0,C,9600,14.65,0.24,4,0,0,0,0,1,0,0,0,0
30,100000,1.0,B,1000,11.71,0.01,7,0,0,0,0,0,1,0,0,0
22,32968,2.0,D,5000,14.61,0.15,3,0,0,0,0,0,0,0,0,0
27,107000,11.0,B,35000,9.63,0.33,7,1,0,0,0,1,0,0,0,0
23,45000,8.0,B,13000,10.99,0.29,2,1,0,0,0,1,0,0,0,0
28,34000,7.0,B,9600,10.99,0.28,5,0,0,0,0,0,0,0,0,0
30,36000,7.0,D,8000,15.99,0.22,6,0,0,0,0,0,0,0,0,0
35,126400,0.0,B,13000,10.38,0.1,8,1,0,0,0,0,0,0,0,0
39,27040,0.0,A,4800,8.59,0.18,17,1,0,0,0,0,0,1,0,0
33,54000,17.0,B,15000,11.86,0.28,7,0,0,0,0,0,0,0,0,0
25,150000,5.0,A,10000,6.54,0.07,4,1,0,0,0,0,0,0,0,0
29,92000,8.0,B,10000,11.26,0.11,9,1,0,0,0,0,0,0,1,0
23,60000,0.0,B,15600,12.69,0.26,4,0,0,0,0,0,0,0,1,0
36,49901,13.0,C,8400,13.61,0.17,12,1,0,0,0,0,0,1,0,1
26,55000,4.0,A,10000,7.51,0.18,2,1,0,0,0,0,0,0,1,0
25,46800,0.0,A,6000,5.42,0.13,4,1,0,0,0,0,1,0,0,0
21,36000,5.0,D,20000,10.99,0.56,2,0,0,0,0,0,1,0,0,1
36,130000,9.0,B,12000,10.99,0.09,14,1,0,0,0,0,1,0,0,0
23,54000,5.0,E,10000,16.45,0.19,3,1,0,0,0,0,0,0,0,0
33,55200,3.0,C,8100,10.99,0.15,10,0,0,0,0,1,0,0,0,1
24,112000,8.0,A,3500,5.42,0.03,4,1,0,0,0,0,0,0,1,0
69,24000,3.0,A,6000,6.62,0.25,20,0,0,0,0,0,1,0,0,0
23,66000,0.0,B,9200,11.86,0.14,2,0,0,0,0,0,1,0,0,0
22,70000,0.0,B,15000,11.26,0.21,3,0,0,1,0,0,1,0,0,0
32,75250,1.0,C,4000,12.99,0.05,7,0,0,0,0,0,0,0,0,0
45,36000,0.0,B,10000,11.11,0.28,11,0,0,0,0,0,1,0,0,0
21,24960,0.0,C,1000,13.98,0.04,4,0,0,0,1,0,0,0,0,0
29,37200,3.0,E,3000,19.29,0.08,5,0,0,0,0,0,0,0,0,1
26,36000,5.0,B,8550,10.25,0.24,2,0,0,0,0,0,1,0,0,0
25,50000,0.0,E,8000,19.42,0.16,2,1,0,0,0,1,0,0,0,0
29,56000,0.0,D,8000,10.99,0.14,5,0,0,0,0,0,0,0,1,1
40,73100,0.0,D,20000,14.54,0.23,11,0,0,0,0,0,1,0,0,1
22,72000,3.0,A,8400,5.42,0.12,2,1,0,0,1,0,0,0,0,0
24,50000,8.0,B,16000,10.62,0.32,2,0,0,0,0,1,0,0,0,0
34,138000,14.0,B,25000,11.12,0.18,6,1,0,0,0,0,1,0,0,0
24,89772,8.0,C,6000,13.92,0.07,3,0,0,0,0,0,1,0,0,1
22,57996,2.0,B,2500,12.53,0.04,3,1,0,0,0,1,0,0,0,0
25,90000,2.0,B,15000,12.42,0.17,2,1,0,0,0,0,1,0,0,0
27,120000,2.0,B,16000,12.21,0.13,5,1,0,0,0,1,0,0,0,0
26,54000,2.0,D,2400,14.09,0.04,2,0,0,0,0,0,0,1,0,0
27,50000,7.0,A,9500,8.9,0.19,8,1,0,0,0,0,1,0,0,0
29,72000,13.0,A,7400,5.42,0.1,8,1,0,0,0,0,1,0,0,0
22,78000,6.0,A,15000,7.88,0.19,3,1,0,0,0,0,0,0,0,0
27,54400,11.0,D,11000,15.33,0.17,10,1,0,0,0,0,1,0,0,1
32,28800,16.0,B,5000,10.59,0.17,9,0,0,0,0,0,1,0,0,0
26,119000,3.0,A,9000,7.74,0.08,4,1,0,0,0,0,0,0,0,0
23,72000,7.0,A,20000,7.49,0.28,2,1,0,0,1,0,0,0,0,0
32,50000,1.0,B,14800,10.83,0.3,5,0,0,0,0,0,1,0,0,0
22,50000,6.0,A,5000,5.42,0.1,3,0,0,0,0,0,0,0,0,0
27,43200,2.0,B,5000,12.69,0.12,8,0,0,1,0,1,0,0,0,0
24,80000,0.0,C,10000,10.99,0.13,4,0,0,0,1,0,0,0,0,1
30,94104,15.0,C,14400,14.27,0.15,7,0,0,1,0,1,0,0,0,1
27,114000,7.0,C,20000,13.06,0.18,8,1,0,0,1,0,0,0,0,1
27,207182,11.0,B,22000,10.62,0.11,5,1,0,0,0,1,0,0,0,0
28,57600,12.0,B,10625,12.42,0.18,6,1,0,0,0,0,0,0,1,0
37,30000,8.0,B,12000,12.42,0.4,15,0,0,0,0,1,0,0,0,0
22,98656,3.0,C,7500,13.06,0.08,3,1,0,0,1,0,0,0,0,1
24,63000,0.0,B,6000,9.91,0.1,4,1,0,0,0,1,0,0,0,0
24,61147,5.0,A,17000,6.03,0.28,4,1,0,0,0,0,1,0,0,0
21,28800,1.0,B,9600,10.37,0.33,3,0,0,0,1,0,0,0,0,0
40,39500,0.0,A,10000,7.29,0.25,11,0,0,1,0,0,0,0,1,0
28,130000,0.0,A,9000,8.0,0.07,6,1,0,0,1,0,0,0,0,0
25,83000,3.0,B,9600,10.99,0.12,2,0,0,0,1,0,0,0,0,0
22,64000,7.0,D,13000,14.11,0.2,3,0,0,0,1,0,0,0,0,1
23,54000,2.0,B,4200,10.99,0.08,2,0,0,0,0,0,1,0,0,0
31,25000,0.0,C,4800,11.54,0.19,10,0,0,0,0,0,1,0,0,1
41,28000,9.0,A,2000,7.74,0.07,16,0,0,1,1,0,0,0,0,0
29,52000,2.0,A,12000,7.9,0.23,7,0,0,0,1,0,0,0,0,0
38,81000,4.0,B,7000,9.99,0.09,11,0,0,1,1,0,0,0,0,0
25,26000,3.0,B,3825,11.71,0.15,2,1,0,0,1,0,0,0,0,0
27,24000,1.0,A,6000,8.9,0.25,10,0,0,1,0,0,0,0,1,0
26,59000,1.0,D,12000,10.99,0.2,4,0,0,0,0,0,0,1,0,0
30,90000,3.0,B,24000,11.49,0.27,6,0,0,0,0,0,1,0,0,0
25,100000,5.0,B,15000,10.99,0.15,3,1,0,0,0,0,1,0,0,0
39,97000,15.0,B,3000,9.25,0.03,13,0,0,0,0,0,0,0,0,0
22,19200,6.0,B,4950,11.71,0.26,2,1,0,0,0,0,0,0,1,0
27,106000,5.0,C,24000,13.8,0.23,10,1,0,0,0,0,0,1,0,0
25,41496,7.0,B,5000,10.83,0.12,3,0,0,0,1,0,0,0,0,0
31,105400,2.0,D,24250,15.31,0.2,5,0,0,0,0,0,1,0,0,0
22,53808,5.0,A,6000,8.9,0.11,2,1,0,0,0,1,0,0,0,0
45,119004,13.0,B,5000,11.49,0.04,13,1,0,0,0,0,0,0,1,0
27,42000,3.0,B,8500,10.38,0.2,7,0,0,1,0,0,0,0,1,0
25,50000,0.0,A,2600,6.03,0.05,3,1,0,0,0,0,0,0,0,0
22,32000,1.0,B,1200,9.96,0.04,2,0,0,1,0,0,1,0,0,0
23,66500,0.0,A,5675,10.99,0.09,2,0,0,0,0,1,0,0,0,0
23,78000,7.0,A,6150,7.88,0.08,2,1,0,0,1,0,0,0,0,0
26,65000,6.0,E,22000,17.19,0.34,2,1,0,0,0,1,0,0,0,0
25,68000,8.0,B,6000,12.42,0.09,4,0,0,1,0,0,0,1,0,0
22,32400,6.0,B,4200,10.99,0.13,4,1,0,0,0,1,0,0,0,0
29,85000,12.0,B,25000,9.25,0.29,10,1,0,0,0,0,0,0,1,0
37,43000,2.0,B,8500,8.88,0.2,11,0,0,0,0,0,1,0,0,0
23,34255,7.0,G,6000,22.11,0.18,3,0,0,0,0,1,0,0,0,1
29,38000,13.0,A,15000,6.91,0.39,8,0,0,0,0,0,0,0,0,0
22,19200,3.0,C,2850,15.27,0.15,4,0,0,0,0,0,1,0,0,1
23,64800,7.0,C,2400,13.23,0.04,2,1,0,0,0,0,0,0,0,0
25,90000,9.0,C,6000,13.49,0.07,4,0,0,0,0,0,0,1,0,0
26,42000,2.0,C,5000,11.91,0.12,2,0,0,0,0,0,1,0,0,1
30,42000,7.0,A,1200,6.62,0.03,8,0,0,1,1,0,0,0,0,0
21,35000,2.0,D,7000,14.59,0.2,3,0,0,1,0,1,0,0,0,0
29,74000,0.0,A,9000,7.51,0.12,10,1,0,0,0,0,0,1,0,0
25,77000,2.0,A,3500,7.9,0.05,4,0,0,0,0,0,0,0,0,0
26,57000,2.0,A,10000,7.9,0.18,4,0,0,0,0,1,0,0,0,0
48,41500,3.0,A,5000,7.29,0.12,16,0,0,0,0,0,1,0,0,0
23,16800,2.0,D,2750,16.77,0.16,2,0,0,0,0,0,1,0,0,1
37,103000,1.0,D,10000,15.62,0.1,12,0,0,0,1,0,0,0,0,1
37,38200,0.0,A,12000,8.94,0.31,14,0,0,0,0,1,0,0,0,0
34,16800,0.0,C,1600,13.72,0.1,5,0,0,1,0,0,0,0,1,1
23,40000,2.0,B,3500,11.99,0.09,4,0,0,0,0,1,0,0,0,0
34,14400,2.0,B,2500,10.0,0.17,5,0,0,0,0,0,0,0,1,0
23,78500,7.0,A,4800,7.14,0.06,4,1,0,0,0,0,0,0,0,0
33,100000,4.0,C,20000,10.99,0.2,7,0,0,0,0,0,0,0,1,0
43,97500,6.0,B,24000,10.99,0.25,11,0,0,0,0,1,0,0,0,0
22,64000,5.0,A,6600,8.9,0.1,3,0,0,0,0,0,1,0,0,0
24,70000,9.0,B,12000,11.36,0.17,4,1,0,0,0,0,0,0,0,0
24,74004,7.0,D,25000,15.57,0.34,3,1,0,0,0,0,0,0,0,1
33,53000,6.0,B,2500,9.99,0.05,7,0,0,0,0,0,0,1,0,0
22,54000,6.0,D,5000,17.27,0.09,2,0,0,0,0,0,0,0,0,1
26,19200,7.0,A,4500,7.88,0.23,3,0,0,1,0,0,0,0,1,0
21,15360,0.0,B,1600,12.69,0.1,2,0,0,0,1,0,0,0,0,0
26,96000,0.0,A,16000,5.79,0.17,2,1,0,0,0,0,0,1,0,0
22,23587,4.0,B,2000,11.89,0.08,2,0,0,0,0,0,0,1,0,0
25,75912,9.0,B,22400,9.99,0.3,4,1,0,0,0,0,0,1,0,0
26,45000,3.0,A,6000,5.79,0.13,2,0,0,0,1,0,0,0,0,0
21,93600,5.0,B,25000,10.36,0.27,3,1,0,0,1,0,0,0,0,0
24,42200,5.0,A,4450,9.32,0.11,4,0,0,0,0,0,1,0,0,0
24,30000,0.0,C,6000,13.49,0.2,2,0,0,0,0,0,1,0,0,0
23,60000,6.0,A,3350,10.99,0.06,4,1,0,0,0,0,0,0,1,0
25,52000,1.0,C,3000,12.99,0.06,4,0,0,0,0,0,0,0,0,1
25,21600,0.0,B,5200,11.86,0.24,3,0,0,0,0,0,1,0,0,0
23,86000,7.0,D,4800,16.0,0.06,3,1,0,0,0,0,0,0,0,1
23,66000,8.0,B,8750,9.99,0.13,2,1,0,0,1,0,0,0,0,0
24,55000,2.0,C,9000,14.72,0.16,2,0,0,0,0,0,0,1,0,1
23,60000,1.0,B,3000,10.25,0.05,4,0,0,0,0,0,1,0,0,0
24,46000,8.0,A,2000,7.66,0.04,2,1,0,0,0,0,1,0,0,0
24,42000,8.0,C,6000,12.68,0.14,4,0,0,0,0,0,0,0,0,0
33,50000,0.0,A,20400,6.54,0.41,7,0,0,0,0,0,0,1,0,0
33,15600,1.0,A,5900,10.99,0.38,7,0,0,1,0,1,0,0,0,0
26,149400,1.0,A,7000,6.62,0.05,3,1,0,0,0,0,1,0,0,0
23,108000,2.0,A,35000,8.49,0.32,4,0,0,1,0,1,0,0,0,0
23,28800,1.0,D,1675,15.21,0.06,2,0,0,0,0,0,0,0,1,1
25,53004,3.0,A,10000,9.32,0.19,4,0,0,0,0,0,1,0,0,0
27,88000,4.0,A,10000,7.51,0.11,7,0,0,0,0,1,0,0,0,0
28,33000,12.0,C,8000,14.65,0.24,9,0,0,0,0,0,0,0,1,0
66,42000,2.0,B,6475,9.99,0.15,24,0,0,0,0,0,1,0,0,0
25,153600,1.0,A,18000,6.99,0.12,2,1,0,0,0,0,0,0,0,0
32,84000,7.0,B,15000,10.99,0.18,7,0,0,0,0,0,0,0,0,0
37,88000,20.0,B,9925,10.99,0.11,16,1,0,0,0,0,0,1,0,0
23,150000,0.0,A,24000,7.49,0.16,4,0,0,0,1,0,0,0,0,0
26,53004,10.0,A,11000,5.79,0.21,4,0,0,0,0,0,0,1,0,0
29,55000,1.0,A,12625,7.9,0.23,6,1,0,0,0,1,0,0,0,0
25,43200,9.0,B,13800,11.48,0.32,2,0,0,1,0,1,0,0,0,0
28,99400,6.0,B,4800,10.99,0.05,7,1,0,0,0,0,1,0,0,0
23,67000,1.0,A,3250,6.76,0.05,2,0,0,1,0,1,0,0,0,0
28,89250,0.0,E,20000,10.99,0.19,8,0,0,0,0,0,1,0,0,0
24,41500,8.0,A,8500,7.14,0.2,4,1,0,0,1,0,0,0,0,0
27,44000,11.0,E,3000,18.39,0.07,7,0,0,0,0,1,0,0,0,1
31,20000,5.0,B,5000,11.83,0.25,5,0,0,1,0,1,0,0,0,0
22,30000,5.0,B,3000,10.36,0.1,2,0,0,1,0,0,0,0,1,0
33,43000,1.0,C,9150,13.16,0.21,10,0,0,0,1,0,0,0,0,1
32,145000,2.0,B,8800,10.59,0.06,7,0,0,0,0,0,0,0,1,0
23,22800,0.0,C,1600,13.06,0.07,2,0,0,0,0,0,0,0,1,0
24,26000,1.0,C,5375,13.47,0.21,4,0,0,0,0,0,1,0,0,1
23,14400,0.0,B,4000,10.74,0.28,3,0,0,0,0,1,0,0,0,0
36,76464,8.0,C,20000,13.22,0.26,12,0,0,0,0,0,1,0,0,1
25,75000,9.0,B,25000,10.36,0.33,2,0,0,0,0,0,0,0,0,0
23,287000,3.0,B,24250,12.53,0.08,3,0,0,0,1,0,0,0,0,0
24,54000,8.0,C,1200,13.11,0.02,3,0,0,1,1,0,0,0,0,1
23,40000,7.0,A,13000,7.29,0.33,4,0,0,1,1,0,0,0,0,0
33,55000,5.0,A,15000,6.54,0.27,6,1,0,0,0,0,0,0,1,0
26,54000,10.0,B,3600,12.69,0.07,4,1,0,0,0,0,0,1,0,0
25,48000,2.0,C,6000,12.99,0.13,3,0,0,0,0,0,1,0,0,1
27,57996,11.0,B,7500,12.21,0.13,10,0,0,0,1,0,0,0,0,0
23,39600,7.0,A,6000,7.88,0.15,3,1,0,0,0,0,1,0,0,0
23,55000,7.0,A,4000,5.42,0.07,3,1,0,0,0,0,0,0,0,0
33,250000,0.0,A,35000,7.29,0.14,7,0,0,0,0,0,1,0,0,0
40,52200,3.0,D,4000,10.99,0.08,15,1,0,0,0,0,0,0,1,0
23,50000,7.0,A,2000,6.62,0.04,4,1,0,0,0,0,0,0,0,0
30,42000,1.0,B,12000,9.88,0.29,8,0,0,0,0,0,0,0,1,0
29,32400,5.0,A,10275,6.62,0.32,8,0,0,0,0,1,0,0,0,0
38,80000,5.0,C,4000,12.98,0.05,13,1,0,0,0,0,0,0,0,1
31,90400,9.0,B,9500,10.37,0.11,6,1,0,0,0,0,1,0,0,0
36,120000,2.0,C,16000,13.06,0.13,16,0,0,0,0,0,0,1,0,0
30,85000,0.0,C,10000,13.16,0.12,10,0,0,0,0,0,0,0,0,1
25,57500,4.0,C,6000,11.28,0.1,2,0,0,0,0,1,0,0,0,0
25,65000,8.0,C,18000,10.99,0.28,3,0,0,0,0,0,0,1,0,0
24,20000,0.0,C,8000,12.41,0.4,4,0,0,0,0,0,1,0,0,1
22,40000,2.0,A,10000,6.03,0.25,3,1,0,0,1,0,0,0,0,0
29,64744,13.0,B,4800,10.99,0.07,6,0,0,0,1,0,0,0,0,0
23,30000,0.0,C,8400,14.65,0.28,3,0,0,0,1,0,0,0,0,0
37,39000,5.0,B,15000,10.96,0.38,12,0,0,0,0,0,0,0,1,0
36,24000,18.0,B,6200,10.65,0.26,16,1,0,0,0,1,0,0,0,0
30,96300,1.0,C,18000,13.98,0.19,9,1,0,0,1,0,0,0,0,0
26,50000,0.0,C,13000,12.09,0.26,3,0,0,0,0,0,1,0,0,0
28,48000,1.0,A,10000,6.92,0.21,8,1,0,0,1,0,0,0,0,0
23,24000,0.0,C,2000,12.61,0.08,3,0,0,0,1,0,0,0,0,1
28,24000,0.0,D,1600,15.05,0.07,5,0,0,0,0,0,1,0,0,0
23,54000,0.0,B,10000,11.49,0.19,4,1,0,0,1,0,0,0,0,0
26,200000,10.0,B,12000,11.71,0.06,2,1,0,0,0,0,0,1,0,0
32,27000,5.0,C,4500,13.11,0.17,5,0,0,0,1,0,0,0,0,1
31,60000,0.0,B,24250,12.18,0.4,5,0,0,1,0,1,0,0,0,0
31,47000,4.0,A,6000,6.99,0.13,7,0,0,0,0,1,0,0,0,0
36,42000,1.0,A,21000,7.49,0.5,11,0,0,0,1,0,0,0,0,0
28,90522,4.0,A,12000,6.91,0.13,9,1,0,0,0,0,0,0,0,0
27,31200,0.0,A,6000,9.63,0.19,8,0,0,0,0,0,1,0,0,0
26,36000,0.0,B,4000,10.14,0.11,2,0,0,0,0,0,0,0,1,0
33,52000,4.0,A,1800,7.51,0.03,5,1,0,0,0,0,0,1,0,0
24,32400,0.0,C,1600,13.98,0.05,3,0,0,0,1,0,0,0,0,0
23,62000,3.0,A,4000,8.9,0.06,2,1,0,0,0,1,0,0,0,0
21,39600,3.0,D,7000,14.96,0.18,2,0,0,0,1,0,0,0,0,1
36,60000,2.0,A,2400,5.79,0.04,17,0,0,0,0,0,0,0,1,0
25,370000,5.0,C,15000,12.99,0.04,2,1,0,0,0,0,0,0,0,1
21,30000,1.0,C,6000,13.16,0.2,4,0,0,0,1,0,0,0,0,1
25,66300,6.0,C,20000,15.27,0.26,4,1,0,0,0,0,1,0,0,0
27,33000,11.0,D,1600,16.89,0.05,5,0,0,0,0,0,0,1,0,1
37,78000,0.0,A,3900,10.99,0.05,16,0,0,0,0,1,0,0,0,0
29,27840,0.0,E,8575,19.42,0.31,8,0,0,0,0,0,0,0,1,0
24,64000,8.0,A,8000,7.9,0.13,2,0,0,0,0,0,0,1,0,0
27,25440,5.0,D,1200,10.99,0.05,10,1,0,0,1,0,0,0,0,0
22,50000,6.0,A,6800,6.92,0.14,4,1,0,0,0,1,0,0,0,0
27,38400,6.0,B,5000,9.88,0.13,10,0,0,0,0,0,1,0,0,0
24,40000,5.0,A,15000,7.49,0.38,2,1,0,0,0,0,0,1,0,0
29,39000,12.0,A,16000,5.99,0.41,8,1,0,0,1,0,0,0,0,0
22,38000,0.0,B,2000,11.36,0.05,3,0,0,0,1,0,0,0,0,0
24,69000,3.0,B,11000,10.62,0.16,3,1,0,0,0,0,0,0,1,0
29,135000,0.0,D,18000,14.61,0.13,8,1,0,0,0,0,0,1,0,0
24,60000,5.0,A,7000,6.54,0.12,4,0,0,0,1,0,0,0,0,0
26,75000,5.0,A,20000,6.91,0.27,4,0,0,0,0,0,1,0,0,0
41,54500,0.0,A,7700,6.91,0.14,17,1,0,0,1,0,0,0,0,0
22,50004,6.0,D,7200,10.99,0.14,2,1,0,0,0,1,0,0,0,1
33,42000,12.0,D,14000,15.7,0.33,8,0,0,0,0,1,0,0,0,1
37,84000,11.0,C,8225,12.99,0.1,11,1,0,0,0,0,0,1,0,1
25,44000,5.0,A,4000,5.79,0.09,4,1,0,0,0,1,0,0,0,0
31,30792,15.0,A,5000,8.32,0.16,9,1,0,0,0,0,0,1,0,0
29,60000,3.0,B,8000,12.42,0.13,7,0,0,0,0,0,0,0,0,0
29,58000,0.0,B,14000,11.83,0.24,8,0,1,0,0,0,0,1,0,0
32,48000,5.0,B,5000,11.49,0.1,8,0,0,0,0,0,0,0,0,0
37,37500,0.0,A,6750,6.91,0.18,16,0,0,0,0,0,0,0,1,0
28,72000,1.0,D,6000,15.37,0.08,10,1,0,0,1,0,0,0,0,1
28,102000,2.0,B,10000,12.18,0.1,7,1,0,0,0,1,0,0,0,0
30,30000,0.0,D,7750,13.87,0.26,9,0,0,0,0,1,0,0,0,1
27,110000,0.0,D,25000,16.32,0.23,7,0,0,1,0,1,0,0,0,1
23,60000,6.0,C,7000,12.99,0.12,4,1,0,0,0,0,0,0,0,0
26,80004,7.0,C,7500,15.23,0.09,2,1,0,0,0,0,0,0,0,1
25,42900,9.0,A,9000,6.76,0.21,4,0,0,0,0,0,1,0,0,0
25,120000,6.0,B,10000,10.99,0.08,2,1,0,0,0,0,0,0,0,0
26,34000,3.0,D,5500,16.89,0.16,2,0,0,0,0,0,0,0,1,1
27,40000,4.0,B,12000,12.69,0.3,8,0,0,0,0,0,1,0,0,0
47,92000,0.0,D,12000,14.11,0.13,12,0,0,1,0,0,0,1,0,0
25,156000,9.0,C,10000,13.22,0.06,2,1,0,0,0,0,0,0,0,1
38,94000,3.0,D,5000,15.33,0.05,16,0,0,0,0,0,0,0,1,1
22,50000,6.0,B,10000,9.88,0.2,4,1,0,0,0,0,0,0,0,0
26,92652,4.0,C,10000,13.23,0.11,2,0,0,0,0,1,0,0,0,1
31,82524,4.0,A,12000,6.62,0.15,8,1,0,0,0,1,0,0,0,0
26,37800,10.0,D,7000,14.96,0.19,4,1,0,0,0,0,0,1,0,0
43,55000,17.0,B,2000,12.53,0.04,11,0,0,1,0,1,0,0,0,0
23,75000,3.0,B,10000,11.86,0.13,2,0,0,0,0,0,0,0,1,0
37,74568,0.0,C,6000,14.26,0.08,17,0,0,0,0,1,0,0,0,0
22,25200,1.0,B,4000,10.99,0.16,2,0,0,0,0,0,1,0,0,0
26,47000,5.0,C,9500,12.87,0.2,4,0,0,0,0,0,0,0,1,0
23,42000,2.0,B,6500,10.37,0.15,3,0,0,0,0,0,0,0,1,0
23,65000,0.0,A,12000,7.9,0.18,3,1,0,0,0,0,0,0,1,0
21,12000,5.0,B,5000,11.49,0.42,2,0,0,0,0,1,0,0,0,0
30,75000,6.0,C,12325,12.73,0.16,6,0,0,0,0,0,1,0,0,0
27,72000,2.0,B,12000,9.99,0.17,9,0,0,1,1,0,0,0,0,0
25,168000,2.0,B,35000,10.65,0.21,2,1,0,0,0,0,0,0,1,0
21,45000,0.0,D,7000,14.96,0.16,4,0,0,0,0,0,0,0,1,1
39,30000,3.0,C,2300,14.79,0.08,15,0,0,0,0,0,0,0,0,1
33,121000,0.0,C,17600,13.57,0.15,5,1,0,0,1,0,0,0,0,0
22,30000,2.0,B,13250,10.99,0.44,4,1,0,0,0,0,0,0,0,0
25,72000,7.0,C,15000,12.68,0.21,3,0,0,0,0,0,0,0,0,0
50,34000,2.0,A,5000,5.79,0.15,12,0,0,0,0,1,0,0,0,0
30,37600,2.0,C,15000,13.06,0.4,10,0,0,0,1,0,0,0,0,1
24,63000,8.0,B,7000,10.99,0.11,3,1,0,0,0,0,0,0,0,0
23,35000,2.0,A,11900,7.66,0.34,3,0,0,0,0,0,0,0,0,0
30,144000,7.0,A,6000,8.49,0.04,7,1,0,0,0,0,0,0,1,0
26,86004,0.0,C,12000,12.99,0.14,2,0,0,0,1,0,0,0,0,0
23,98000,3.0,A,10000,8.94,0.1,3,1,0,0,0,1,0,0,0,0
30,35000,5.0,B,1000,10.36,0.03,6,0,0,0,0,0,0,0,1,0
33,125000,5.0,B,25000,11.36,0.2,5,0,0,0,0,0,0,0,0,0
23,40000,7.0,A,5000,6.62,0.13,4,1,0,0,0,1,0,0,0,0
26,35000,0.0,C,12000,10.91,0.34,3,0,0,0,0,1,0,0,0,1
21,21700,2.0,D,5500,14.91,0.25,2,0,0,0,0,0,0,1,0,0
23,58650,7.0,A,5000,8.59,0.07,4,1,0,0,0,0,1,0,0,0
41,70800,25.0,A,12000,6.62,0.17,11,1,0,0,0,0,0,0,1,0
25,59650,9.0,C,10000,13.61,0.17,2,1,0,0,0,0,0,0,1,1
24,56000,0.0,C,12000,14.26,0.21,2,0,0,0,0,1,0,0,0,1
26,58000,0.0,A,3500,8.59,0.06,2,0,0,0,0,0,0,1,0,0
24,55000,0.0,B,4000,11.26,0.07,3,0,0,0,0,0,0,0,0,0
23,38004,5.0,A,5000,6.91,0.13,4,0,0,0,1,0,0,0,0,0
27,46000,11.0,B,8000,11.36,0.17,8,0,0,0,0,0,1,0,0,0
37,51000,3.0,C,12800,12.84,0.25,12,1,0,0,0,0,0,0,0,0
24,40000,0.0,A,15000,7.88,0.38,4,0,0,0,0,0,1,0,0,0
25,28000,4.0,B,12200,12.53,0.44,4,0,0,1,0,1,0,0,0,0
22,90000,4.0,D,5000,14.96,0.06,4,0,0,0,1,0,0,0,0,1
23,55000,7.0,A,5200,8.9,0.09,4,1,0,0,0,1,0,0,0,0
27,27000,5.0,B,3000,11.14,0.11,9,1,0,0,0,0,1,0,0,0
24,52000,8.0,D,5000,15.28,0.1,4,1,0,0,1,0,0,0,0,0
22,70000,4.0,B,13750,10.75,0.2,3,1,0,0,0,1,0,0,0,0
22,60612,6.0,B,5300,10.99,0.09,4,1,0,0,0,0,0,0,1,0
21,19200,0.0,B,2400,9.91,0.13,2,0,0,1,0,0,0,0,1,0
38,63500,3.0,B,2400,11.36,0.04,12,0,0,1,1,0,0,0,0,0
25,50000,2.0,B,4000,10.37,0.08,2,0,0,0,0,0,0,0,0,0
